track_id,source,class,origin,destination,first_t,last_t,first_x,first_y,last_x,last_y,max_motion_ratio,track_points,counted_lines,trajectory_cluster
roi_1339,roi_backup,motorcycle,,,108.38,108.38,813.66,278.13,813.66,278.13,0.0,1,,-1
roi_1340,roi_backup,motorcycle,,,108.38,108.46,533.35,322.41,534.06,315.34,0.064,4,,-1
roi_1341,roi_backup,car,,,108.42,108.42,396.76,302.0,396.76,302.0,0.027,1,,-1
roi_1342,roi_backup,bus,,,108.42,108.63,475.73,237.1,475.94,237.93,0.0,6,,-1
2290,main,car,,,108.42,145.01,512.32,406.53,962.97,160.37,0.451,868,C_near_approach,-1
2291,main,motorcycle,,,108.42,108.46,814.31,278.11,811.5,278.18,0.0,2,,-1
roi_1343,roi_backup,motorcycle,,,108.51,108.55,222.28,291.66,222.47,291.49,0.016,2,,-1
roi_1344,roi_backup,motorcycle,,,108.51,108.8,519.35,301.78,490.98,316.14,0.055,7,,-1
roi_1345,roi_backup,motorcycle,,,108.51,108.88,573.55,323.7,581.97,305.63,0.246,6,,-1
2292,main,motorcycle,,,108.51,109.39,104.6,333.43,34.32,319.18,0.155,21,,0
2297,main,motorcycle,,,108.55,108.93,147.92,321.1,150.64,321.21,0.123,7,,-1
roi_1346,roi_backup,motorcycle,,,108.59,108.63,1040.95,275.43,1040.96,275.45,0.0,2,,-1
roi_1347,roi_backup,truck,,,108.67,108.67,1246.39,415.94,1246.39,415.94,0.222,1,,-1
roi_1348,roi_backup,motorcycle,,,108.67,108.67,693.45,323.75,693.45,323.75,0.027,1,,-1
roi_1349,roi_backup,motorcycle,,,108.67,108.67,151.45,322.16,151.45,322.16,0.112,1,,-1
roi_1350,roi_backup,motorcycle,,,108.67,108.67,375.27,273.48,375.27,273.48,0.04,1,,-1
roi_1351,roi_backup,truck,,,108.67,109.01,1021.26,323.69,1157.37,323.33,0.664,8,,0
2302,main,motorcycle,,,108.72,111.33,521.95,336.08,341.08,338.26,0.116,63,,0
2304,main,motorcycle,,,108.76,109.64,379.58,289.1,342.95,284.96,0.073,17,,0
2305,main,bus,,,108.84,108.88,1098.79,555.25,1100.0,555.0,0.523,2,,-1
roi_1352,roi_backup,motorcycle,,,108.93,111.2,525.11,324.0,371.29,323.83,0.189,46,,0
roi_1353,roi_backup,car,,,108.97,108.97,1029.32,367.56,1029.32,367.56,0.583,1,,-1
2312,main,car,,,109.01,120.55,1027.59,370.4,22.28,352.15,0.544,272,,0
2313,main,motorcycle,,,109.01,110.61,930.76,340.12,762.19,336.22,0.277,36,,0
roi_1354,roi_backup,car,,,109.05,109.56,1186.88,323.91,1243.05,323.63,0.361,7,,0
roi_1355,roi_backup,truck,,,109.05,109.14,1041.36,369.65,1060.92,369.68,0.438,3,,-1
roi_1356,roi_backup,motorcycle,,,109.05,109.05,1082.28,303.35,1082.28,303.35,0.0,1,,-1
2314,main,motorcycle,,,109.05,113.14,566.56,295.86,355.24,291.37,0.16,47,,0
roi_1357,roi_backup,truck,,,109.09,109.14,1216.04,414.07,1216.04,414.08,0.343,2,,-1
roi_1358,roi_backup,car,,,109.09,109.09,1093.77,323.62,1093.77,323.62,0.293,1,,-1
roi_1359,roi_backup,car,,,109.14,109.14,314.71,302.0,314.71,302.0,0.013,1,,-1
2317,main,motorcycle,,,109.14,109.22,641.39,316.77,635.65,317.1,0.0,3,,-1
2318,main,motorcycle,,,109.14,111.71,699.14,294.91,493.3,288.85,0.078,48,,0
roi_1360,roi_backup,bus,,,109.18,109.98,479.65,238.62,478.29,234.93,0.0,9,,-1
roi_1361,roi_backup,truck,,,109.18,109.47,552.04,250.9,552.99,240.9,0.017,6,,-1
roi_1362,roi_backup,car,,,109.18,109.26,1161.8,250.31,1168.19,251.86,0.0,5,,-1
roi_1363,roi_backup,motorcycle,,,109.18,109.43,376.44,260.69,367.42,269.27,0.046,7,,-1
2320,main,motorcycle,,,109.18,110.32,128.09,321.87,93.64,311.98,0.124,21,,0
roi_1364,roi_backup,car,,,109.26,110.61,1110.12,323.71,937.79,323.88,0.681,17,,0
roi_1365,roi_backup,bus,,,109.26,109.56,1014.74,178.66,1014.52,178.47,0.0,6,,-1
2327,main,motorcycle,,,109.35,110.32,820.96,324.3,735.64,329.54,0.111,16,,0
roi_1366,roi_backup,motorcycle,,,109.47,109.68,970.67,173.32,985.63,193.64,0.114,4,,-1
2332,main,motorcycle,,,109.47,111.62,998.78,207.45,981.96,190.4,0.19,43,,-1
roi_1367,roi_backup,motorcycle,,,109.52,109.68,377.56,259.4,376.3,272.51,0.081,4,,-1
roi_1368,roi_backup,motorcycle,,,109.52,109.64,1162.1,313.97,1157.52,313.96,0.117,3,,-1
roi_1369,roi_backup,car,,,109.52,109.56,556.76,160.31,556.68,160.3,0.0,2,,-1
roi_1370,roi_backup,motorcycle,,,109.52,109.56,992.37,300.23,992.15,300.07,0.029,2,,-1
2338,main,motorcycle,,,109.52,109.81,118.64,322.12,109.31,318.99,0.114,6,,-1
roi_1371,roi_backup,motorcycle,,,109.56,109.73,568.32,301.41,511.31,285.0,0.177,7,,0
2340,main,motorcycle,,,109.6,110.44,570.94,354.14,494.86,354.76,0.153,16,,0
roi_1372,roi_backup,motorcycle,,,109.64,109.77,1228.31,323.75,1245.33,306.84,0.005,3,,-1
roi_1373,roi_backup,motorcycle,,,109.64,109.64,96.25,301.79,96.25,301.79,0.0,1,,-1
roi_1374,roi_backup,car,,,109.68,109.85,265.42,302.0,254.69,302.0,0.0,5,,-1
roi_1375,roi_backup,motorcycle,,,109.68,109.73,653.13,290.84,653.16,290.83,0.0,2,,-1
roi_1376,roi_backup,car,,,109.73,109.85,991.07,167.18,995.3,202.72,0.214,4,,-1
2342,main,motorcycle,,,109.73,109.94,376.59,279.4,381.06,278.32,0.132,6,,-1
2343,main,motorcycle,,,109.73,110.32,1144.0,317.29,1062.51,326.88,0.333,15,,0
2344,main,motorcycle,,,109.73,113.14,536.27,355.08,318.73,348.51,0.225,60,,0
roi_1377,roi_backup,motorcycle,,,109.77,111.24,542.57,301.25,442.36,324.0,0.143,27,,0
roi_1378,roi_backup,motorcycle,,,109.77,110.15,1138.26,308.16,1106.65,309.13,0.03,4,,-1
roi_1379,roi_backup,motorcycle,,,109.77,110.65,937.68,312.86,842.54,306.14,0.097,12,,0
2347,main,motorcycle,,,109.81,112.8,1256.24,319.13,775.42,310.83,0.265,67,,0
2348,main,motorcycle,,,109.81,114.53,1266.45,343.07,764.93,336.69,0.224,111,,0
roi_1380,roi_backup,motorcycle,,,109.89,109.94,337.2,286.89,337.29,286.94,0.092,2,,-1
roi_1381,roi_backup,motorcycle,,,109.98,110.02,987.78,201.36,989.55,201.46,0.038,3,,-1
roi_1382,roi_backup,motorcycle,,,110.11,110.15,432.69,259.69,432.7,259.71,0.0,2,,-1
roi_1383,roi_backup,motorcycle,,,110.11,111.45,962.93,167.71,983.39,190.85,0.212,21,,-1
2352,main,motorcycle,,,110.15,110.19,698.12,312.56,697.42,311.79,0.016,2,,-1
roi_1384,roi_backup,motorcycle,,,110.23,110.74,1251.43,274.58,1252.74,279.31,0.02,9,,-1
2355,main,motorcycle,,,110.27,110.74,676.36,314.05,647.92,302.3,0.024,12,,-1
roi_1385,roi_backup,motorcycle,,,110.32,110.65,1042.1,272.08,1039.34,311.61,0.058,9,,0
roi_1386,roi_backup,motorcycle,,,110.32,110.74,146.68,292.81,146.71,287.7,0.051,8,,-1
roi_1387,roi_backup,motorcycle,,,110.32,110.36,323.87,287.51,323.43,287.48,0.097,2,,-1
roi_1388,roi_backup,motorcycle,,,110.32,110.32,221.63,287.57,221.63,287.57,0.0,1,,-1
2358,main,motorcycle,,,110.4,110.91,302.48,288.56,301.53,289.09,0.08,13,,-1
roi_1389,roi_backup,motorcycle,,,110.44,110.48,1270.54,332.25,1266.25,331.66,0.0,2,,-1
roi_1390,roi_backup,motorcycle,,,110.44,111.54,376.05,262.61,375.48,279.09,0.055,14,,-1
2360,main,motorcycle,,,110.53,112.8,1262.2,331.59,922.42,304.46,0.243,55,,0
roi_1391,roi_backup,motorcycle,,,110.57,110.61,280.03,301.78,280.04,301.74,0.036,2,,-1
2363,main,motorcycle,,,110.61,110.91,66.5,312.73,54.48,315.46,0.133,5,,-1
roi_1392,roi_backup,motorcycle,,,110.69,110.82,1117.26,239.98,1117.42,240.29,0.0,3,,-1
roi_1393,roi_backup,motorcycle,,,110.78,111.33,1187.53,262.6,1174.13,286.17,0.13,12,,-1
roi_1394,roi_backup,car,,,110.78,111.24,1011.54,179.24,1011.73,179.17,0.0,10,,-1
roi_1395,roi_backup,motorcycle,,,110.82,111.79,992.88,302.72,890.62,326.64,0.78,22,,0
roi_1396,roi_backup,motorcycle,,,110.82,110.82,570.38,302.0,570.38,302.0,0.0,1,,-1
roi_1397,roi_backup,motorcycle,,,110.91,110.91,447.52,278.51,447.52,278.51,0.098,1,,-1
roi_1398,roi_backup,motorcycle,,,110.91,111.07,744.09,319.69,734.13,320.37,0.095,3,,-1
roi_1399,roi_backup,car,,,111.07,111.62,940.68,369.51,915.34,360.53,0.871,11,,-1
2382,main,motorcycle,,,111.12,111.12,724.93,319.11,724.93,319.11,0.082,1,,-1
2383,main,motorcycle,,,111.12,111.12,1273.4,330.43,1273.4,330.43,0.0,1,,-1
roi_1400,roi_backup,motorcycle,,,111.16,111.28,1261.64,329.68,1250.81,279.87,0.0,5,,-1
roi_1401,roi_backup,motorcycle,,,111.16,112.29,718.87,321.13,645.45,310.04,0.121,19,,0
2384,main,motorcycle,,,111.2,115.2,1265.99,330.23,728.56,322.69,0.196,96,,0
2385,main,motorcycle,,,111.2,111.24,636.7,320.63,633.87,319.58,0.015,2,,-1
2386,main,motorcycle,,,111.2,111.24,1008.88,314.16,1005.73,314.04,0.076,2,,-1
2387,main,car,,,111.2,111.2,834.29,368.75,834.29,368.75,0.397,1,,-1
roi_1402,roi_backup,car,,,111.24,111.24,819.94,323.8,819.94,323.8,0.645,1,,-1
roi_1403,roi_backup,car,,,111.28,111.33,233.53,324.0,233.53,324.0,0.091,2,,-1
roi_1404,roi_backup,motorcycle,,,111.28,111.41,1056.88,201.27,1056.83,201.13,0.0,3,,-1
roi_1405,roi_backup,car,,,111.28,111.33,820.28,323.75,820.34,323.75,0.698,2,,-1
roi_1406,roi_backup,car,,,111.33,111.33,132.51,283.92,132.51,283.92,0.0,1,,-1
2400,main,motorcycle,,,111.45,112.25,368.86,354.91,340.36,355.82,0.142,17,,-1
roi_1407,roi_backup,truck,,,111.49,111.54,484.98,232.69,484.95,232.71,0.0,2,,-1
2404,main,motorcycle,,,111.54,112.8,604.09,332.64,515.69,325.19,0.016,26,,0
roi_1408,roi_backup,motorcycle,,,111.58,111.62,434.58,259.66,434.6,259.67,0.0,2,,-1
roi_1409,roi_backup,motorcycle,,,111.58,111.62,222.47,297.71,222.13,298.15,0.042,2,,-1
roi_1410,roi_backup,car,,,111.62,112.21,21.86,301.64,6.55,299.66,0.444,12,,-1
roi_1411,roi_backup,car,,,111.66,112.13,777.47,324.0,753.93,324.0,0.681,6,,-1
roi_1412,roi_backup,car,,,111.66,112.13,122.23,302.0,107.13,310.45,0.05,11,,-1
2411,main,motorcycle,,,111.66,111.71,283.07,317.9,282.89,317.98,0.004,2,,-1
roi_1413,roi_backup,motorcycle,,,111.75,111.79,1060.9,210.99,1060.9,210.99,0.0,2,,-1
2414,main,motorcycle,,,111.79,111.79,1068.64,327.28,1068.64,327.28,0.087,1,,-1
2415,main,motorcycle,,,111.79,112.93,254.47,318.44,250.05,300.27,0.014,12,,-1
2416,main,motorcycle,,,111.79,112.21,430.16,260.01,430.62,260.83,0.0,6,,-1
roi_1414,roi_backup,motorcycle,,,111.83,112.0,433.43,260.4,433.37,260.09,0.0,5,,-1
roi_1415,roi_backup,motorcycle,,,111.83,111.83,147.29,280.07,147.29,280.07,0.0,1,,-1
roi_1416,roi_backup,motorcycle,,,111.87,112.0,980.92,188.22,980.71,187.7,0.238,4,,-1
2420,main,motorcycle,,,111.92,113.26,847.69,307.87,725.61,304.67,0.284,15,,0
roi_1417,roi_backup,motorcycle,,,111.96,112.04,908.2,312.27,906.5,312.19,0.031,3,,-1
roi_1418,roi_backup,motorcycle,,,111.96,112.0,353.1,301.57,353.1,301.57,0.056,2,,-1
roi_1419,roi_backup,motorcycle,,,111.96,112.13,11.1,313.54,8.73,312.2,0.304,5,,-1
roi_1420,roi_backup,motorcycle,,,112.04,112.17,1270.88,331.41,1257.07,319.57,0.059,6,,-1
2428,main,motorcycle,,,112.04,112.46,274.66,295.67,267.87,298.63,0.008,11,,-1
roi_1421,roi_backup,bus,,,112.08,112.08,483.91,237.04,483.91,237.04,0.002,1,,-1
roi_1422,roi_backup,motorcycle,,,112.08,112.21,1102.31,324.0,1101.95,324.0,0.0,3,,-1
roi_1423,roi_backup,car,,,112.13,112.42,1013.76,179.06,1013.81,179.32,0.0,3,,-1
roi_1424,roi_backup,motorcycle,,,112.21,112.25,1250.85,294.41,1255.4,313.26,0.06,2,,-1
2438,main,motorcycle,,,112.21,119.24,1262.85,332.5,349.21,338.48,0.221,150,,0
roi_1425,roi_backup,car,,,112.25,112.34,555.9,161.39,556.13,161.2,0.0,3,,-1
roi_1426,roi_backup,motorcycle,,,112.25,112.8,333.56,324.0,344.24,301.46,0.09,9,,-1
roi_1427,roi_backup,motorcycle,,,112.29,112.51,1093.12,324.0,1080.93,323.87,0.013,3,,-1
2441,main,motorcycle,,,112.34,112.46,393.94,345.84,394.62,346.38,0.072,4,,-1
2442,main,motorcycle,,,112.34,112.46,617.5,318.15,604.32,320.05,0.029,4,,-1
roi_1428,roi_backup,motorcycle,,,112.38,112.42,639.33,315.26,638.47,314.9,0.005,2,,-1
roi_1429,roi_backup,motorcycle,,,112.38,112.46,230.14,298.19,229.59,298.25,0.0,3,,-1
roi_1430,roi_backup,motorcycle,,,112.38,112.55,558.86,301.78,565.4,308.56,0.0,2,,-1
roi_1431,roi_backup,truck,,,112.38,112.46,1247.2,332.16,1244.87,331.82,0.132,3,,-1
roi_1432,roi_backup,motorcycle,,,112.38,112.46,1247.2,324.0,1242.76,324.0,0.171,3,,-1
roi_1433,roi_backup,car,,,112.46,112.84,713.27,323.8,682.75,322.97,0.443,7,,-1
roi_1434,roi_backup,motorcycle,,,112.46,113.43,989.43,183.7,977.49,180.35,0.265,21,,-1
2443,main,motorcycle,,,112.46,112.46,59.17,309.08,59.17,309.08,0.0,1,,-1
roi_1435,roi_backup,motorcycle,,,112.51,112.55,632.15,314.93,628.75,316.17,0.023,2,,-1
roi_1436,roi_backup,motorcycle,,,112.55,113.35,489.71,301.32,464.56,301.73,0.028,9,,-1
roi_1437,roi_backup,car,,,112.55,112.88,481.73,236.15,458.53,226.65,0.047,9,,-1
2444,main,motorcycle,,,112.59,114.15,565.02,324.23,503.35,290.74,0.042,30,,0
2445,main,motorcycle,,,112.59,114.4,623.6,310.59,546.41,317.02,0.086,44,,0
roi_1438,roi_backup,motorcycle,,,112.67,112.67,920.97,343.28,920.97,343.28,0.03,1,,-1
2453,main,motorcycle,,,112.8,112.84,436.22,288.24,435.32,288.32,0.013,2,,-1
roi_1439,roi_backup,bus,,,112.84,112.84,480.2,235.69,480.2,235.69,0.0,1,,-1
roi_1440,roi_backup,motorcycle,,,112.84,112.84,331.05,301.43,331.05,301.43,0.0,1,,-1
roi_1441,roi_backup,truck,,,112.88,113.01,1177.38,331.97,1169.44,331.84,0.18,4,,-1
roi_1442,roi_backup,car,,,112.88,113.26,1013.87,179.83,952.21,176.74,0.216,11,,0
roi_1443,roi_backup,motorcycle,,,112.88,112.93,327.34,301.77,327.28,301.77,0.0,2,,-1
roi_1444,roi_backup,car,,,112.93,113.05,477.59,235.4,479.93,235.36,0.0,4,,-1
2458,main,car,,,112.93,129.39,446.24,225.66,398.89,235.71,0.194,374,,0
roi_1445,roi_backup,motorcycle,,,112.97,112.97,268.95,298.97,268.95,298.97,0.0,1,,-1
roi_1446,roi_backup,motorcycle,,,112.97,113.01,833.5,323.98,833.49,323.99,0.021,2,,-1
2462,main,motorcycle,,,112.97,117.77,224.02,300.58,267.05,305.23,0.073,23,,0
2463,main,motorcycle,,,113.01,116.04,1257.52,313.65,804.32,344.02,0.153,68,,0
2464,main,motorcycle,,,113.01,117.26,590.25,276.15,899.01,283.09,0.198,39,,0
2465,main,motorcycle,,,113.01,113.14,267.39,298.9,267.59,298.93,0.007,4,,-1
roi_1447,roi_backup,car,,,113.05,113.26,556.49,160.94,556.15,160.94,0.0,6,,-1
roi_1448,roi_backup,motorcycle,,,113.09,113.14,1209.22,311.75,1239.07,286.07,0.063,4,,-1
roi_1449,roi_backup,motorcycle,,,113.09,113.18,1268.71,336.12,1261.77,332.22,0.027,4,,-1
roi_1450,roi_backup,truck,,,113.09,113.26,480.51,234.56,466.99,232.66,0.065,8,,-1
2469,main,motorcycle,,,113.09,114.32,339.54,345.11,316.97,340.79,0.157,30,,-1
roi_1451,roi_backup,motorcycle,,,113.18,113.6,263.58,298.57,321.04,301.35,0.048,14,,0
roi_1452,roi_backup,motorcycle,,,113.18,113.35,942.36,323.76,931.46,323.87,0.006,5,,-1
roi_1453,roi_backup,motorcycle,,,113.18,113.18,812.73,322.62,812.73,322.62,0.078,1,,-1
roi_1454,roi_backup,motorcycle,,,113.22,113.22,1199.06,311.49,1199.06,311.49,0.077,1,,-1
2472,main,motorcycle,,,113.26,118.11,1203.66,311.68,601.63,290.63,0.121,72,,0
roi_1455,roi_backup,motorcycle,,,113.31,113.31,799.87,323.9,799.87,323.9,0.103,1,,-1
roi_1456,roi_backup,car,,,113.31,113.35,679.17,324.0,679.18,324.0,0.342,2,,-1
roi_1457,roi_backup,motorcycle,,,113.31,113.35,394.85,288.59,394.98,288.55,0.0,2,,-1
2477,main,motorcycle,,,113.35,113.43,797.2,316.4,789.98,318.61,0.093,3,,-1
roi_1458,roi_backup,motorcycle,,,113.43,113.43,1225.2,336.35,1225.2,336.35,0.024,1,,-1
roi_1459,roi_backup,truck,,,113.43,114.48,438.98,223.52,424.23,229.3,0.196,18,,-1
roi_1460,roi_backup,motorcycle,,,113.43,113.43,1185.29,265.44,1185.29,265.44,0.0,1,,-1
roi_1461,roi_backup,car,,,113.43,115.75,1012.75,179.41,1013.77,178.14,0.0,42,,-1
roi_1462,roi_backup,motorcycle,,,113.43,113.64,568.24,301.8,559.83,301.93,0.0,6,,-1
roi_1463,roi_backup,motorcycle,,,113.47,113.47,222.13,301.76,222.13,301.76,0.0,1,,-1
roi_1464,roi_backup,car,,,113.52,113.81,396.1,259.6,397.57,271.22,0.0,3,,-1
2491,main,motorcycle,,,113.52,114.91,350.11,347.34,320.3,329.71,0.182,33,,-1
2492,main,motorcycle,,,113.52,114.53,248.17,313.65,232.76,299.93,0.042,13,,-1
roi_1465,roi_backup,motorcycle,,,113.56,113.6,222.65,301.86,222.7,301.77,0.0,2,,-1
roi_1466,roi_backup,bus,,,113.64,113.85,477.05,238.54,477.03,238.47,0.0,2,,-1
roi_1467,roi_backup,motorcycle,,,113.64,113.89,766.48,312.09,762.95,304.31,0.13,2,,-1
roi_1468,roi_backup,motorcycle,,,113.68,113.73,1108.22,307.13,1108.19,307.13,0.041,2,,-1
roi_1469,roi_backup,motorcycle,,,113.68,113.73,147.67,285.84,147.67,285.84,0.0,2,,-1
roi_1470,roi_backup,motorcycle,,,113.81,113.81,629.67,299.16,629.67,299.16,0.21,1,,-1
roi_1471,roi_backup,car,,,113.94,113.94,477.8,235.69,477.8,235.69,0.0,1,,-1
2505,main,motorcycle,,,113.94,114.86,395.83,323.33,320.99,331.7,0.081,19,,0
2506,main,motorcycle,,,113.94,114.15,763.11,296.06,738.84,309.05,0.12,6,,-1
2507,main,motorcycle,,,113.94,114.74,701.14,300.76,680.06,290.68,0.175,6,,-1
roi_1472,roi_backup,car,,,113.98,113.98,661.14,323.93,661.14,323.93,0.301,1,,-1
roi_1473,roi_backup,motorcycle,,,113.98,114.15,912.37,325.14,906.65,325.08,0.0,3,,-1
roi_1474,roi_backup,bus,,,113.98,113.98,1252.82,319.79,1252.82,319.79,0.014,1,,-1
2512,main,bus,,,114.02,126.32,1248.43,359.31,32.04,356.63,0.375,293,,0
2515,main,truck,,,114.06,114.06,1247.79,359.39,1247.79,359.39,0.049,1,,-1
2516,main,motorcycle,,,114.06,114.15,664.62,295.12,657.15,294.12,0.122,3,,-1
roi_1475,roi_backup,motorcycle,,,114.11,114.86,373.77,264.46,394.86,268.26,0.007,20,,-1
roi_1476,roi_backup,motorcycle,,,114.11,114.65,433.74,260.24,432.16,259.75,0.039,17,,-1
roi_1477,roi_backup,car,,,114.11,114.19,542.49,166.58,542.56,166.54,0.0,3,,-1
roi_1478,roi_backup,motorcycle,,,114.19,114.19,657.06,292.65,657.06,292.65,0.071,1,,-1
roi_1479,roi_backup,truck,,,114.23,116.84,1236.92,321.29,1091.79,366.52,0.356,41,,0
roi_1480,roi_backup,car,,,114.23,114.23,685.53,323.58,685.53,323.58,0.263,1,,-1
roi_1481,roi_backup,car,,,114.23,114.65,79.8,302.0,70.69,302.0,0.018,6,,-1
roi_1482,roi_backup,motorcycle,,,114.27,114.69,567.32,280.92,562.74,309.7,0.306,11,,-1
roi_1483,roi_backup,motorcycle,,,114.36,114.53,1171.26,261.83,1123.91,258.33,0.025,6,,0
roi_1484,roi_backup,motorcycle,,,114.36,114.4,713.0,295.47,713.08,295.46,0.11,2,,-1
roi_1485,roi_backup,bus,,,114.4,114.4,480.32,235.9,480.32,235.9,0.0,1,,-1
roi_1486,roi_backup,motorcycle,,,114.44,114.44,976.17,179.49,976.17,179.49,0.0,1,,-1
roi_1487,roi_backup,motorcycle,,,114.48,114.53,679.39,297.21,679.34,297.13,0.192,2,,-1
roi_1488,roi_backup,truck,,,114.48,114.53,551.85,252.96,553.36,242.92,0.0,3,,-1
roi_1489,roi_backup,motorcycle,,,114.48,114.53,1001.33,296.57,1001.38,296.57,0.009,2,,-1
roi_1490,roi_backup,motorcycle,,,114.48,115.24,141.91,294.89,146.08,292.56,0.0,7,,-1
roi_1491,roi_backup,car,,,114.53,114.78,656.54,324.0,651.95,323.88,0.256,7,,-1
2542,main,truck,,,114.53,114.61,422.74,230.63,423.03,230.12,0.159,3,,-1
roi_1492,roi_backup,truck,,,114.65,115.03,422.19,230.76,416.53,231.39,0.155,8,,-1
roi_1493,roi_backup,motorcycle,,,114.65,114.65,679.56,292.54,679.56,292.54,0.128,1,,-1
roi_1494,roi_backup,car,,,114.65,114.65,567.58,159.84,567.58,159.84,0.0,1,,-1
roi_1495,roi_backup,motorcycle,,,114.69,115.03,82.22,323.5,62.87,324.0,0.101,9,,-1
2556,main,motorcycle,,,114.74,114.86,570.83,310.08,558.02,312.49,0.042,4,,-1
2557,main,motorcycle,,,114.74,114.86,446.04,289.61,442.59,290.75,0.016,3,,-1
2558,main,motorcycle,,,114.74,114.78,430.45,260.34,433.19,260.24,0.0,2,,-1
roi_1496,roi_backup,motorcycle,,,114.78,114.78,676.79,293.97,667.21,293.8,0.167,2,,-1
roi_1497,roi_backup,motorcycle,,,114.78,114.78,443.98,291.81,443.98,291.81,0.0,1,,-1
roi_1498,roi_backup,car,,,114.82,114.82,649.74,324.0,649.74,324.0,0.242,1,,-1
2566,main,motorcycle,,,114.86,116.88,653.65,294.1,423.43,295.68,0.142,44,,0
roi_1499,roi_backup,motorcycle,,,114.91,115.12,218.51,310.35,191.56,308.92,0.017,5,,-1
roi_1500,roi_backup,motorcycle,,,115.07,115.79,707.34,293.65,680.71,317.14,0.247,16,,0
roi_1501,roi_backup,motorcycle,,,115.07,115.07,493.78,310.07,493.78,310.07,0.018,1,,-1
2575,main,motorcycle,,,115.12,115.33,501.11,314.61,476.78,316.82,0.011,6,,-1
roi_1502,roi_backup,truck,,,115.16,115.16,416.01,233.59,416.01,233.59,0.106,1,,-1
roi_1503,roi_backup,car,,,115.16,115.37,920.3,341.86,916.01,342.12,0.157,3,,-1
roi_1504,roi_backup,car,,,115.16,115.16,1258.34,365.83,1258.34,365.83,0.175,1,,-1
2577,main,car,,,115.2,115.24,415.97,235.16,415.63,235.03,0.094,2,,-1
roi_1505,roi_backup,motorcycle,,,115.24,116.21,469.25,298.69,410.38,294.67,0.025,13,,0
roi_1506,roi_backup,motorcycle,,,115.24,116.13,392.16,301.78,376.31,263.79,0.061,13,,0
roi_1507,roi_backup,truck,,,115.28,116.29,414.99,235.3,406.12,237.56,0.091,25,,-1
roi_1508,roi_backup,car,,,115.33,115.37,476.34,236.72,476.61,236.79,0.0,2,,-1
roi_1509,roi_backup,truck,,,115.33,115.33,552.15,253.78,552.15,253.78,0.0,1,,-1
roi_1510,roi_backup,bus,,,115.37,115.49,1013.87,179.38,1013.7,179.19,0.0,4,,-1
roi_1511,roi_backup,car,,,115.41,116.63,623.03,324.0,486.05,323.9,0.31,14,,0
2585,main,car,,,115.41,115.58,478.62,237.69,484.92,238.05,0.0,5,,-1
2586,main,car,,,115.45,116.42,26.08,506.61,21.59,505.93,0.171,2,,-1
roi_1512,roi_backup,car,,,115.49,115.49,1198.97,226.26,1198.97,226.26,0.0,1,,-1
roi_1513,roi_backup,motorcycle,,,115.54,115.58,777.32,323.74,776.23,323.85,0.14,2,,-1
roi_1514,roi_backup,motorcycle,,,115.54,115.54,563.36,272.79,563.36,272.79,0.189,1,,-1
2594,main,motorcycle,,,115.58,116.29,176.35,506.3,1171.09,531.55,0.169,17,,4
2598,main,motorcycle,,,115.66,117.77,806.41,344.82,707.73,334.87,0.148,45,,0
2601,main,motorcycle,,,115.71,115.83,324.71,312.71,310.78,320.87,0.158,4,,-1
roi_1515,roi_backup,motorcycle,,,115.75,116.04,215.14,301.6,223.91,310.26,0.017,5,,-1
roi_1516,roi_backup,bus,,,115.79,115.79,479.23,237.94,479.23,237.94,0.0,1,,-1
roi_1517,roi_backup,motorcycle,,,115.79,116.13,142.4,301.2,108.67,301.27,0.04,3,,-1
2604,main,motorcycle,,,115.79,116.13,62.62,332.73,40.43,332.53,0.054,9,,-1
roi_1518,roi_backup,motorcycle,,,115.83,116.04,270.28,292.14,273.86,305.04,0.112,3,,-1
roi_1519,roi_backup,motorcycle,,,115.87,115.92,323.34,301.55,323.34,301.55,0.161,2,,-1
roi_1520,roi_backup,motorcycle,,,115.87,116.34,999.05,312.76,916.64,322.17,0.05,12,,0
roi_1521,roi_backup,car,,,116.0,116.17,544.11,165.61,547.89,164.19,0.0,3,,-1
2610,main,motorcycle,,,116.0,116.55,109.75,354.24,31.63,355.49,0.114,14,,0
roi_1522,roi_backup,motorcycle,,,116.08,116.13,550.73,297.6,519.72,288.98,0.163,4,,-1
roi_1523,roi_backup,car,,,116.17,117.05,1012.28,178.91,1012.57,178.89,0.0,15,,-1
roi_1524,roi_backup,motorcycle,,,116.17,116.21,196.45,312.14,178.97,306.77,0.017,3,,-1
roi_1525,roi_backup,motorcycle,,,116.25,117.98,266.83,301.41,220.91,300.17,0.036,26,,0
2626,main,motorcycle,,,116.25,116.88,395.24,304.74,372.83,300.63,0.0,16,,-1
2631,main,truck,,,116.34,116.51,405.85,239.25,405.93,239.38,0.025,5,,-1
2632,main,motorcycle,,,116.38,116.42,907.49,321.91,904.44,321.83,0.055,2,,-1
2633,main,car,,,116.38,116.38,1268.36,532.62,1268.36,532.62,0.0,1,,-1
2640,main,motorcycle,,,116.42,117.09,100.83,336.89,25.71,341.07,0.137,16,,0
roi_1526,roi_backup,car,,,116.46,116.55,1199.42,226.31,1199.51,226.33,0.0,3,,-1
roi_1527,roi_backup,motorcycle,,,116.46,116.46,11.36,301.37,11.36,301.37,0.132,1,,-1
2646,main,motorcycle,,,116.51,117.39,66.1,507.92,1158.7,535.41,0.027,22,,4
